Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ian-vyse (bc-uncertainty) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: creating run
wandb: Tracking run with wandb version 0.19.8
wandb: Run data is saved locally in /home/vyseian/GitHub/SAILOR/wandb/run-20260114_191551-p0lotglo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run robomimic__square/seed0_demos299
wandb: ⭐️ View project at https://wandb.ai/bc-uncertainty/SAILOR_robomimic
wandb: 🚀 View run at https://wandb.ai/bc-uncertainty/SAILOR_robomimic/runs/p0lotglo
[robosuite WARNING] No private macro file found! (macros.py:53)
[robosuite WARNING] It is recommended to use a private macro file (macros.py:54)
[robosuite WARNING] To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robosuite/scripts/setup_macros.py (macros.py:55)
Logdir scratch_dir/logs/robomimic__square/seed0_demos299/seed0
---------------------
Task: robomimic__square
Logging to: scratch_dir/logs/robomimic__square/seed0_demos299/seed0
Time Limit: 500 | Max Env Steps: 756756
---------------------
ROBOMIMIC WARNING(
    No private macro file found!
    It is recommended to use a private macro file
    To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robomimic/scripts/setup_macros.py
)
Initizalizing norm_dict with ob_dim=9 and ac_dim=7
Loaded 299 training episodes
Loaded 1 validation episodes
Min expert demo length: 123
Max expert demo length: 1051
Avg expert demo length: 268.8026755852843
Enviroment State Dim: 9, Action Dim: 7
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Action Space: Box(-1.0, 1.0, (7,), float32). Low: [-1. -1. -1. -1. -1. -1. -1.]. High: [1. 1. 1. 1. 1. 1. 1.]
----------------No base policy path provided, begin training diffusion policy--------------
DiffusionUnet + ResNet18 has 27272407 parameters
Scheduler Initialized:  <data4robotics.trainers.base.CosineAnnealingWarmupRestarts object at 0x7a5cd8ac1660>
DP Step: 0	Log Step: 0	Loss: 68.08232116699219
[WM + Critic Training] Itr: 1219/227026, Value Loss: 1.7880548238754272
[WM + Critic Training] Itr: 1269/227026, Value Loss: 1.7870395183563232
[WM + Critic Training] Itr: 1319/227026, Value Loss: 1.7708985805511475
[WM + Critic Training] Itr: 1369/227026, Value Loss: 1.7960333824157715
[WM + Critic Training] Itr: 1419/227026, Value Loss: 1.8015000820159912
[WM + Critic Training] Itr: 1469/227026, Value Loss: 1.7697734832763672
[WM + Critic Training] Itr: 1519/227026, Value Loss: 1.7909296751022339
[WM + Critic Training] Itr: 1569/227026, Value Loss: 1.8059438467025757
[WM + Critic Training] Itr: 1619/227026, Value Loss: 1.7953022718429565
[WM + Critic Training] Itr: 1669/227026, Value Loss: 1.7936725616455078
[WM + Critic Training] Itr: 1719/227026, Value Loss: 1.81558358669281
[WM + Critic Training] Itr: 1769/227026, Value Loss: 1.811196208000183
[WM + Critic Training] Itr: 1819/227026, Value Loss: 1.7984012365341187
[WM + Critic Training] Itr: 1869/227026, Value Loss: 1.8068345785140991
[WM + Critic Training] Itr: 1919/227026, Value Loss: 1.7944440841674805
[WM + Critic Training] Itr: 1969/227026, Value Loss: 1.805802583694458
[WM + Critic Training] Itr: 2019/227026, Value Loss: 1.8102896213531494
[WM + Critic Training] Itr: 2069/227026, Value Loss: 1.813725233078003
[WM + Critic Training] Itr: 2119/227026, Value Loss: 1.8231191635131836
[WM + Critic Training] Itr: 2169/227026, Value Loss: 1.796144723892212
[WM + Critic Training] Itr: 2219/227026, Value Loss: 1.8185828924179077
[WM + Critic Training] Itr: 2269/227026, Value Loss: 1.819392442703247
[WM + Critic Training] Itr: 2319/227026, Value Loss: 1.824153184890747
[WM + Critic Training] Itr: 2369/227026, Value Loss: 1.8190239667892456
[WM + Critic Training] Itr: 2419/227026, Value Loss: 1.8393725156784058
[WM + Critic Training] Itr: 2469/227026, Value Loss: 1.8244602680206299
[WM + Critic Training] Itr: 2519/227026, Value Loss: 1.84348464012146
[WM + Critic Training] Itr: 2569/227026, Value Loss: 1.846231460571289
[WM + Critic Training] Itr: 2619/227026, Value Loss: 1.8297561407089233
[WM + Critic Training] Itr: 2669/227026, Value Loss: 1.8546276092529297
[WM + Critic Training] Itr: 2719/227026, Value Loss: 1.8430085182189941
[WM + Critic Training] Itr: 2769/227026, Value Loss: 1.8788422346115112
[WM + Critic Training] Itr: 2819/227026, Value Loss: 1.8546042442321777
[WM + Critic Training] Itr: 2869/227026, Value Loss: 1.8402643203735352
[WM + Critic Training] Itr: 2919/227026, Value Loss: 1.8582689762115479
[WM + Critic Training] Itr: 2969/227026, Value Loss: 1.8764756917953491
[WM + Critic Training] Itr: 3019/227026, Value Loss: 1.8801827430725098
[WM + Critic Training] Itr: 3069/227026, Value Loss: 1.8968136310577393
[WM + Critic Training] Itr: 3119/227026, Value Loss: 1.891371488571167
[WM + Critic Training] Itr: 3169/227026, Value Loss: 1.9150761365890503
[WM + Critic Training] Itr: 3219/227026, Value Loss: 1.9493577480316162
[WM + Critic Training] Itr: 3269/227026, Value Loss: 1.85907781124115
[WM + Critic Training] Itr: 3319/227026, Value Loss: 1.9255117177963257
[WM + Critic Training] Itr: 3369/227026, Value Loss: 1.8857159614562988
[WM + Critic Training] Itr: 3419/227026, Value Loss: 1.9202356338500977
[WM + Critic Training] Itr: 3469/227026, Value Loss: 1.9633595943450928
[WM + Critic Training] Itr: 3519/227026, Value Loss: 1.9613149166107178
[WM + Critic Training] Itr: 3569/227026, Value Loss: 1.9590952396392822
[WM + Critic Training] Itr: 3619/227026, Value Loss: 1.9144761562347412
[WM + Critic Training] Itr: 3669/227026, Value Loss: 1.92313814163208
[WM + Critic Training] Itr: 3719/227026, Value Loss: 1.8860052824020386
[WM + Critic Training] Itr: 3769/227026, Value Loss: 2.0036230087280273
[WM + Critic Training] Itr: 3819/227026, Value Loss: 1.9081634283065796
[WM + Critic Training] Itr: 3869/227026, Value Loss: 1.928528070449829
[WM + Critic Training] Itr: 3919/227026, Value Loss: 1.9690093994140625
[WM + Critic Training] Itr: 3969/227026, Value Loss: 1.9471973180770874
[WM + Critic Training] Itr: 4019/227026, Value Loss: 1.9592454433441162
[WM + Critic Training] Itr: 4069/227026, Value Loss: 1.9394705295562744
[WM + Critic Training] Itr: 4119/227026, Value Loss: 1.9752130508422852
[WM + Critic Training] Itr: 4169/227026, Value Loss: 1.9701616764068604
[WM + Critic Training] Itr: 4219/227026, Value Loss: 1.9697368144989014
[WM + Critic Training] Itr: 4269/227026, Value Loss: 2.0085926055908203
[WM + Critic Training] Itr: 4319/227026, Value Loss: 1.9746663570404053
[WM + Critic Training] Itr: 4369/227026, Value Loss: 2.0855679512023926
[WM + Critic Training] Itr: 4419/227026, Value Loss: 1.9584802389144897
[WM + Critic Training] Itr: 4469/227026, Value Loss: 2.0060925483703613
[WM + Critic Training] Itr: 4519/227026, Value Loss: 2.0202274322509766
[WM + Critic Training] Itr: 4569/227026, Value Loss: 2.021557331085205
[WM + Critic Training] Itr: 4619/227026, Value Loss: 1.9878959655761719
[WM + Critic Training] Itr: 4669/227026, Value Loss: 2.0264527797698975
[WM + Critic Training] Itr: 4719/227026, Value Loss: 1.9743808507919312
[WM + Critic Training] Itr: 4769/227026, Value Loss: 2.027252197265625
[WM + Critic Training] Itr: 4819/227026, Value Loss: 1.9995629787445068
[WM + Critic Training] Itr: 4869/227026, Value Loss: 2.0344738960266113
[WM + Critic Training] Itr: 4919/227026, Value Loss: 2.0208330154418945
[WM + Critic Training] Itr: 4969/227026, Value Loss: 2.0450291633605957
[WM + Critic Training] Itr: 5019/227026, Value Loss: 1.9853886365890503
[WM + Critic Training] Itr: 5069/227026, Value Loss: 2.0328760147094727
[WM + Critic Training] Itr: 5119/227026, Value Loss: 2.1028735637664795
[WM + Critic Training] Itr: 5169/227026, Value Loss: 2.003040313720703
[WM + Critic Training] Itr: 5219/227026, Value Loss: 2.1887407302856445
[WM + Critic Training] Itr: 5269/227026, Value Loss: 2.1187846660614014
[WM + Critic Training] Itr: 5319/227026, Value Loss: 2.0407962799072266
[WM + Critic Training] Itr: 5369/227026, Value Loss: 2.1064703464508057
[WM + Critic Training] Itr: 5419/227026, Value Loss: 2.0704524517059326
[WM + Critic Training] Itr: 5469/227026, Value Loss: 2.0538558959960938
[WM + Critic Training] Itr: 5519/227026, Value Loss: 2.1253228187561035
[WM + Critic Training] Itr: 5569/227026, Value Loss: 2.045661687850952
[WM + Critic Training] Itr: 5619/227026, Value Loss: 2.1775014400482178
[WM + Critic Training] Itr: 5669/227026, Value Loss: 2.2662672996520996
[WM + Critic Training] Itr: 5719/227026, Value Loss: 2.198755979537964
[WM + Critic Training] Itr: 5769/227026, Value Loss: 2.21065616607666
[WM + Critic Training] Itr: 5819/227026, Value Loss: 2.2987799644470215
[WM + Critic Training] Itr: 5869/227026, Value Loss: 2.2280266284942627
[WM + Critic Training] Itr: 5919/227026, Value Loss: 2.192380905151367
[WM + Critic Training] Itr: 5969/227026, Value Loss: 2.2395179271698
[WM + Critic Training] Itr: 6019/227026, Value Loss: 2.201902151107788
[WM + Critic Training] Itr: 6069/227026, Value Loss: 2.182257890701294
[WM + Critic Training] Itr: 6119/227026, Value Loss: 2.144259214401245
[WM + Critic Training] Itr: 6169/227026, Value Loss: 2.1850104331970215
[WM + Critic Training] Itr: 6219/227026, Value Loss: 2.2131872177124023
[WM + Critic Training] Itr: 6269/227026, Value Loss: 2.1541478633880615
[WM + Critic Training] Itr: 6319/227026, Value Loss: 2.1571969985961914
[WM + Critic Training] Itr: 6369/227026, Value Loss: 2.3244950771331787
[WM + Critic Training] Itr: 6419/227026, Value Loss: 2.319091320037842
[WM + Critic Training] Itr: 6469/227026, Value Loss: 2.2199018001556396
[WM + Critic Training] Itr: 6519/227026, Value Loss: 2.3801755905151367
[WM + Critic Training] Itr: 6569/227026, Value Loss: 2.2239198684692383
[WM + Critic Training] Itr: 6619/227026, Value Loss: 2.1019535064697266
[WM + Critic Training] Itr: 6669/227026, Value Loss: 2.1603503227233887
[WM + Critic Training] Itr: 6719/227026, Value Loss: 2.263338565826416
[WM + Critic Training] Itr: 6769/227026, Value Loss: 2.1983842849731445
[WM + Critic Training] Itr: 6819/227026, Value Loss: 2.1301941871643066
[WM + Critic Training] Itr: 6869/227026, Value Loss: 2.19995379447937
[WM + Critic Training] Itr: 6919/227026, Value Loss: 2.261012315750122
[WM + Critic Training] Itr: 6969/227026, Value Loss: 2.3963232040405273
[WM + Critic Training] Itr: 7019/227026, Value Loss: 2.2606945037841797
[WM + Critic Training] Itr: 7069/227026, Value Loss: 2.2261698246002197
[WM + Critic Training] Itr: 7119/227026, Value Loss: 2.304063320159912
[WM + Critic Training] Itr: 7169/227026, Value Loss: 2.1229400634765625
[WM + Critic Training] Itr: 7219/227026, Value Loss: 2.1956868171691895
[WM + Critic Training] Itr: 7269/227026, Value Loss: 2.388198137283325
[WM + Critic Training] Itr: 7319/227026, Value Loss: 2.2444281578063965
[WM + Critic Training] Itr: 7369/227026, Value Loss: 2.2309393882751465
[WM + Critic Training] Itr: 7419/227026, Value Loss: 2.216935634613037
[WM + Critic Training] Itr: 7469/227026, Value Loss: 2.4606618881225586
[WM + Critic Training] Itr: 7519/227026, Value Loss: 2.374917507171631
[WM + Critic Training] Itr: 7569/227026, Value Loss: 2.3493971824645996
[WM + Critic Training] Itr: 7619/227026, Value Loss: 2.203294277191162
[WM + Critic Training] Itr: 7669/227026, Value Loss: 2.297142505645752
[WM + Critic Training] Itr: 7719/227026, Value Loss: 2.2837538719177246
[WM + Critic Training] Itr: 7769/227026, Value Loss: 2.1745734214782715
[WM + Critic Training] Itr: 7819/227026, Value Loss: 2.2767436504364014
[WM + Critic Training] Itr: 7869/227026, Value Loss: 2.3923189640045166
[WM + Critic Training] Itr: 7919/227026, Value Loss: 2.3028054237365723
[WM + Critic Training] Itr: 7969/227026, Value Loss: 2.2369608879089355
[WM + Critic Training] Itr: 8019/227026, Value Loss: 2.4276349544525146
[WM + Critic Training] Itr: 8069/227026, Value Loss: 2.4391767978668213
[WM + Critic Training] Itr: 8119/227026, Value Loss: 2.476748466491699
[WM + Critic Training] Itr: 8169/227026, Value Loss: 2.374704360961914
[WM + Critic Training] Itr: 8219/227026, Value Loss: 2.281735897064209
[WM + Critic Training] Itr: 8269/227026, Value Loss: 2.5545547008514404
[WM + Critic Training] Itr: 8319/227026, Value Loss: 2.634915351867676
[WM + Critic Training] Itr: 8369/227026, Value Loss: 2.3681087493896484
[WM + Critic Training] Itr: 8419/227026, Value Loss: 2.4746971130371094
[WM + Critic Training] Itr: 8469/227026, Value Loss: 2.3415932655334473
[WM + Critic Training] Itr: 8519/227026, Value Loss: 2.4656968116760254
[WM + Critic Training] Itr: 8569/227026, Value Loss: 2.6190450191497803
[WM + Critic Training] Itr: 8619/227026, Value Loss: 2.345214605331421
[WM + Critic Training] Itr: 8669/227026, Value Loss: 2.515847682952881
[WM + Critic Training] Itr: 8719/227026, Value Loss: 2.6308815479278564
[WM + Critic Training] Itr: 8769/227026, Value Loss: 2.4650697708129883
[WM + Critic Training] Itr: 8819/227026, Value Loss: 2.3242342472076416
[WM + Critic Training] Itr: 8869/227026, Value Loss: 2.462660789489746
[WM + Critic Training] Itr: 8919/227026, Value Loss: 2.637453079223633
[WM + Critic Training] Itr: 8969/227026, Value Loss: 2.444365978240967
[WM + Critic Training] Itr: 9019/227026, Value Loss: 2.428138256072998
[WM + Critic Training] Itr: 9069/227026, Value Loss: 2.559518814086914
[WM + Critic Training] Itr: 9119/227026, Value Loss: 2.6848392486572266
[WM + Critic Training] Itr: 9169/227026, Value Loss: 2.364422082901001
[WM + Critic Training] Itr: 9219/227026, Value Loss: 2.5182926654815674
[WM + Critic Training] Itr: 9269/227026, Value Loss: 2.6562910079956055
[WM + Critic Training] Itr: 9319/227026, Value Loss: 2.512155294418335
[WM + Critic Training] Itr: 9369/227026, Value Loss: 2.455808401107788
[WM + Critic Training] Itr: 9419/227026, Value Loss: 2.6664934158325195
[WM + Critic Training] Itr: 9469/227026, Value Loss: 2.5104668140411377
[WM + Critic Training] Itr: 9519/227026, Value Loss: 2.510551929473877
[WM + Critic Training] Itr: 9569/227026, Value Loss: 2.5347180366516113
[WM + Critic Training] Itr: 9619/227026, Value Loss: 2.974118232727051
[WM + Critic Training] Itr: 9669/227026, Value Loss: 2.806407928466797
[WM + Critic Training] Itr: 9719/227026, Value Loss: 2.6493101119995117
[WM + Critic Training] Itr: 9769/227026, Value Loss: 2.8157501220703125
[WM + Critic Training] Itr: 9819/227026, Value Loss: 2.9138200283050537
[WM + Critic Training] Itr: 9869/227026, Value Loss: 2.60182523727417
[WM + Critic Training] Itr: 9919/227026, Value Loss: 2.537292957305908
[WM + Critic Training] Itr: 9969/227026, Value Loss: 2.503838300704956
[WM + Critic Training] Itr: 10019/227026, Value Loss: 2.711491584777832
[WM + Critic Training] Itr: 10069/227026, Value Loss: 2.5711426734924316
[WM + Critic Training] Itr: 10119/227026, Value Loss: 2.8682334423065186
[WM + Critic Training] Itr: 10169/227026, Value Loss: 2.8417632579803467
[WM + Critic Training] Itr: 10219/227026, Value Loss: 2.6749303340911865
[WM + Critic Training] Itr: 10269/227026, Value Loss: 3.0475680828094482
[WM + Critic Training] Itr: 10319/227026, Value Loss: 2.7999539375305176
[WM + Critic Training] Itr: 10369/227026, Value Loss: 2.6785826683044434
[WM + Critic Training] Itr: 10419/227026, Value Loss: 2.5216455459594727
[WM + Critic Training] Itr: 10469/227026, Value Loss: 2.626478433609009
[WM + Critic Training] Itr: 10519/227026, Value Loss: 2.5695531368255615
[WM + Critic Training] Itr: 10569/227026, Value Loss: 2.7647922039031982
[WM + Critic Training] Itr: 10619/227026, Value Loss: 2.5604171752929688
[WM + Critic Training] Itr: 10669/227026, Value Loss: 2.739032506942749
[WM + Critic Training] Itr: 10719/227026, Value Loss: 2.548384189605713
[WM + Critic Training] Itr: 10769/227026, Value Loss: 2.611748218536377
[WM + Critic Training] Itr: 10819/227026, Value Loss: 3.0720813274383545
[WM + Critic Training] Itr: 10869/227026, Value Loss: 2.8701484203338623
[WM + Critic Training] Itr: 10919/227026, Value Loss: 2.647181987762451
[WM + Critic Training] Itr: 10969/227026, Value Loss: 2.9460017681121826
[WM + Critic Training] Itr: 11019/227026, Value Loss: 3.0848922729492188
[WM + Critic Training] Itr: 11069/227026, Value Loss: 3.27211856842041
[WM + Critic Training] Itr: 11119/227026, Value Loss: 3.2739062309265137
[WM + Critic Training] Itr: 11169/227026, Value Loss: 2.8307690620422363
[WM + Critic Training] Itr: 11219/227026, Value Loss: 3.3129401206970215
[WM + Critic Training] Itr: 11269/227026, Value Loss: 2.5748488903045654
[WM + Critic Training] Itr: 11319/227026, Value Loss: 2.8692870140075684
[WM + Critic Training] Itr: 11369/227026, Value Loss: 2.957547187805176
[WM + Critic Training] Itr: 11419/227026, Value Loss: 2.974717140197754
[WM + Critic Training] Itr: 11469/227026, Value Loss: 2.736515760421753
[WM + Critic Training] Itr: 11519/227026, Value Loss: 2.8457419872283936
[WM + Critic Training] Itr: 11569/227026, Value Loss: 2.9064998626708984
[WM + Critic Training] Itr: 11619/227026, Value Loss: 2.716963768005371
[WM + Critic Training] Itr: 11669/227026, Value Loss: 3.1616828441619873
[WM + Critic Training] Itr: 11719/227026, Value Loss: 3.416989803314209
[WM + Critic Training] Itr: 11769/227026, Value Loss: 2.646944046020508
[WM + Critic Training] Itr: 11819/227026, Value Loss: 3.2077250480651855
[WM + Critic Training] Itr: 11869/227026, Value Loss: 3.081481456756592
[WM + Critic Training] Itr: 11919/227026, Value Loss: 2.8308095932006836
[WM + Critic Training] Itr: 11969/227026, Value Loss: 3.36643648147583
[WM + Critic Training] Itr: 12019/227026, Value Loss: 2.9201221466064453
[WM + Critic Training] Itr: 12069/227026, Value Loss: 3.7704086303710938
[WM + Critic Training] Itr: 12119/227026, Value Loss: 3.454725742340088
[WM + Critic Training] Itr: 12169/227026, Value Loss: 3.044053554534912
[WM + Critic Training] Itr: 12219/227026, Value Loss: 3.031477689743042
[WM + Critic Training] Itr: 12269/227026, Value Loss: 3.5020408630371094
[WM + Critic Training] Itr: 12319/227026, Value Loss: 3.4131598472595215
[WM + Critic Training] Itr: 12369/227026, Value Loss: 3.415388584136963
[WM + Critic Training] Itr: 12419/227026, Value Loss: 3.074549436569214
[WM + Critic Training] Itr: 12469/227026, Value Loss: 2.5672998428344727
[WM + Critic Training] Itr: 12519/227026, Value Loss: 3.3503551483154297
[WM + Critic Training] Itr: 12569/227026, Value Loss: 3.2733359336853027
[WM + Critic Training] Itr: 12619/227026, Value Loss: 2.9570987224578857
[WM + Critic Training] Itr: 12669/227026, Value Loss: 3.2598648071289062
[WM + Critic Training] Itr: 12719/227026, Value Loss: 3.1200785636901855
[WM + Critic Training] Itr: 12769/227026, Value Loss: 2.6294846534729004
[WM + Critic Training] Itr: 12819/227026, Value Loss: 4.197474479675293
[WM + Critic Training] Itr: 12869/227026, Value Loss: 3.286742687225342
[WM + Critic Training] Itr: 12919/227026, Value Loss: 3.584308624267578
[WM + Critic Training] Itr: 12969/227026, Value Loss: 3.105269193649292
[WM + Critic Training] Itr: 13019/227026, Value Loss: 2.998478889465332
[WM + Critic Training] Itr: 13069/227026, Value Loss: 3.696329116821289
[WM + Critic Training] Itr: 13119/227026, Value Loss: 3.50763201713562
[WM + Critic Training] Itr: 13169/227026, Value Loss: 3.0423154830932617
[WM + Critic Training] Itr: 13219/227026, Value Loss: 2.8449625968933105
[WM + Critic Training] Itr: 13269/227026, Value Loss: 3.235367774963379
[WM + Critic Training] Itr: 13319/227026, Value Loss: 3.0017037391662598
[WM + Critic Training] Itr: 13369/227026, Value Loss: 3.3844783306121826
[WM + Critic Training] Itr: 13419/227026, Value Loss: 3.8941855430603027
[WM + Critic Training] Itr: 13469/227026, Value Loss: 3.4729909896850586
[WM + Critic Training] Itr: 13519/227026, Value Loss: 3.72200345993042
[WM + Critic Training] Itr: 13569/227026, Value Loss: 3.7862796783447266
[WM + Critic Training] Itr: 13619/227026, Value Loss: 3.2199409008026123
[WM + Critic Training] Itr: 13669/227026, Value Loss: 3.7110648155212402
[WM + Critic Training] Itr: 13719/227026, Value Loss: 3.3207530975341797
[WM + Critic Training] Itr: 13769/227026, Value Loss: 2.977020025253296
[WM + Critic Training] Itr: 13819/227026, Value Loss: 3.550907850265503
[WM + Critic Training] Itr: 13869/227026, Value Loss: 3.2496700286865234
[WM + Critic Training] Itr: 13919/227026, Value Loss: 3.32607364654541
[WM + Critic Training] Itr: 13969/227026, Value Loss: 4.218715667724609
[WM + Critic Training] Itr: 14019/227026, Value Loss: 2.8021161556243896
[WM + Critic Training] Itr: 14069/227026, Value Loss: 3.8216662406921387
[WM + Critic Training] Itr: 14119/227026, Value Loss: 3.480065107345581
[WM + Critic Training] Itr: 14169/227026, Value Loss: 3.700911521911621
[WM + Critic Training] Itr: 14219/227026, Value Loss: 3.568315029144287
[WM + Critic Training] Itr: 14269/227026, Value Loss: 4.331252098083496
[WM + Critic Training] Itr: 14319/227026, Value Loss: 3.1327598094940186
[WM + Critic Training] Itr: 14369/227026, Value Loss: 4.022885322570801
[WM + Critic Training] Itr: 14419/227026, Value Loss: 3.6650915145874023
[WM + Critic Training] Itr: 14469/227026, Value Loss: 3.4641661643981934
[WM + Critic Training] Itr: 14519/227026, Value Loss: 3.8088884353637695
[WM + Critic Training] Itr: 14569/227026, Value Loss: 3.629983901977539
[WM + Critic Training] Itr: 14619/227026, Value Loss: 3.866692543029785
[WM + Critic Training] Itr: 14669/227026, Value Loss: 3.5777766704559326
[WM + Critic Training] Itr: 14719/227026, Value Loss: 3.4591894149780273
[WM + Critic Training] Itr: 14769/227026, Value Loss: 3.607238292694092
[WM + Critic Training] Itr: 14819/227026, Value Loss: 4.918741703033447
[WM + Critic Training] Itr: 14869/227026, Value Loss: 4.352921485900879
[WM + Critic Training] Itr: 14919/227026, Value Loss: 3.9328460693359375
[WM + Critic Training] Itr: 14969/227026, Value Loss: 4.042881011962891
[WM + Critic Training] Itr: 15019/227026, Value Loss: 4.235064506530762
[WM + Critic Training] Itr: 15069/227026, Value Loss: 4.124941349029541
[WM + Critic Training] Itr: 15119/227026, Value Loss: 3.3276381492614746
[WM + Critic Training] Itr: 15169/227026, Value Loss: 4.143771648406982
[WM + Critic Training] Itr: 15219/227026, Value Loss: 4.395676136016846
[WM + Critic Training] Itr: 15269/227026, Value Loss: 4.190892696380615
[WM + Critic Training] Itr: 15319/227026, Value Loss: 3.6596591472625732
[WM + Critic Training] Itr: 15369/227026, Value Loss: 5.299594402313232
[WM + Critic Training] Itr: 15419/227026, Value Loss: 5.149688720703125
[WM + Critic Training] Itr: 15469/227026, Value Loss: 4.4470038414001465
[WM + Critic Training] Itr: 15519/227026, Value Loss: 3.6045711040496826
[WM + Critic Training] Itr: 15569/227026, Value Loss: 3.522186279296875
[WM + Critic Training] Itr: 15619/227026, Value Loss: 3.7365882396698
[WM + Critic Training] Itr: 15669/227026, Value Loss: 4.321493625640869
[WM + Critic Training] Itr: 15719/227026, Value Loss: 4.328624248504639
[WM + Critic Training] Itr: 15769/227026, Value Loss: 4.730031967163086
[WM + Critic Training] Itr: 15819/227026, Value Loss: 4.0880231857299805
[WM + Critic Training] Itr: 15869/227026, Value Loss: 3.646064281463623
[WM + Critic Training] Itr: 15919/227026, Value Loss: 4.033576011657715
[WM + Critic Training] Itr: 15969/227026, Value Loss: 5.214356422424316
[WM + Critic Training] Itr: 16019/227026, Value Loss: 4.572185516357422
[WM + Critic Training] Itr: 16069/227026, Value Loss: 4.143526077270508
[WM + Critic Training] Itr: 16119/227026, Value Loss: 5.255399227142334
[WM + Critic Training] Itr: 16169/227026, Value Loss: 3.8665127754211426
[WM + Critic Training] Itr: 16219/227026, Value Loss: 4.434368133544922
[WM + Critic Training] Itr: 16269/227026, Value Loss: 3.899144172668457
[WM + Critic Training] Itr: 16319/227026, Value Loss: 3.7476892471313477
[WM + Critic Training] Itr: 16369/227026, Value Loss: 5.137882709503174
[WM + Critic Training] Itr: 16419/227026, Value Loss: 4.539762496948242
[WM + Critic Training] Itr: 16469/227026, Value Loss: 4.207118988037109
[WM + Critic Training] Itr: 16519/227026, Value Loss: 4.265223979949951
[WM + Critic Training] Itr: 16569/227026, Value Loss: 5.626756191253662
[WM + Critic Training] Itr: 16619/227026, Value Loss: 5.051095008850098
[WM + Critic Training] Itr: 16669/227026, Value Loss: 4.314726829528809
[WM + Critic Training] Itr: 16719/227026, Value Loss: 3.3927371501922607
[WM + Critic Training] Itr: 16769/227026, Value Loss: 3.954113721847534
[WM + Critic Training] Itr: 16819/227026, Value Loss: 4.5115461349487305
[WM + Critic Training] Itr: 16869/227026, Value Loss: 5.366800308227539
[WM + Critic Training] Itr: 16919/227026, Value Loss: 5.273279190063477
[WM + Critic Training] Itr: 16969/227026, Value Loss: 4.677298545837402
[WM + Critic Training] Itr: 17019/227026, Value Loss: 4.929946422576904
[WM + Critic Training] Itr: 17069/227026, Value Loss: 5.38671875
[WM + Critic Training] Itr: 17119/227026, Value Loss: 4.663257598876953
[WM + Critic Training] Itr: 17169/227026, Value Loss: 3.924973964691162
[WM + Critic Training] Itr: 17219/227026, Value Loss: 5.369422912597656
[WM + Critic Training] Itr: 17269/227026, Value Loss: 3.417343854904175
[WM + Critic Training] Itr: 17319/227026, Value Loss: 5.847433090209961
[WM + Critic Training] Itr: 17369/227026, Value Loss: 6.578864097595215
[WM + Critic Training] Itr: 17419/227026, Value Loss: 4.971761703491211
[WM + Critic Training] Itr: 17469/227026, Value Loss: 4.366789817810059
[WM + Critic Training] Itr: 17519/227026, Value Loss: 4.404048442840576
[WM + Critic Training] Itr: 17569/227026, Value Loss: 6.271787643432617
[WM + Critic Training] Itr: 17619/227026, Value Loss: 4.105409145355225
[WM + Critic Training] Itr: 17669/227026, Value Loss: 3.9778456687927246
[WM + Critic Training] Itr: 17719/227026, Value Loss: 4.032402038574219
[WM + Critic Training] Itr: 17769/227026, Value Loss: 4.6124162673950195
[WM + Critic Training] Itr: 17819/227026, Value Loss: 4.591938018798828
[WM + Critic Training] Itr: 17869/227026, Value Loss: 4.482573509216309
[WM + Critic Training] Itr: 17919/227026, Value Loss: 4.400949001312256
[WM + Critic Training] Itr: 17969/227026, Value Loss: 4.1400322914123535
[WM + Critic Training] Itr: 18019/227026, Value Loss: 5.380831718444824
[WM + Critic Training] Itr: 18069/227026, Value Loss: 4.791322231292725
[WM + Critic Training] Itr: 18119/227026, Value Loss: 4.667027950286865
[WM + Critic Training] Itr: 18169/227026, Value Loss: 4.644389629364014
[WM + Critic Training] Itr: 18219/227026, Value Loss: 6.1164984703063965
[WM + Critic Training] Itr: 18269/227026, Value Loss: 6.666545867919922
[WM + Critic Training] Itr: 18319/227026, Value Loss: 5.8827223777771
[WM + Critic Training] Itr: 18369/227026, Value Loss: 5.474069118499756
